id_municipio,id_municipio_nome,populacao
2300705,Alto Santo,11285
2300754,Amontada,31323
2300804,Antonina do Norte,5779
2300903,Apuiarés,10324
2301000,Aquiraz,64692
2301109,Aracati,60184
2301208,Aracoiaba,20213
2301257,Ararendá,8802
2301307,Araripe,15116
2301406,Aratuba,8831
2301505,Arneiroz,5910
2301604,Assaré,17341
2301703,Aurora,19042
2301802,Baixio,4650
2301851,Banabuiú,13328
2301901,Barbalha,57786
2301950,Barreira,17520
2302008,Barro,15819
2302057,Barroquinha,11489
2302107,Baturité,27787
2302206,Beberibe,42591
2302305,Bela Cruz,25696
2302404,Boa Viagem,39955
2302503,Brejo Santo,41127
2302602,Camocim,48818
2302701,Campos Sales,20013
2302800,Canindé,57941
2302909,Capistrano,13473
2303006,Caridade,12575
2303105,Cariré,14080
2303204,Caririaçu,20391
2303303,Cariús,13811
2303402,Carnaubal,13287
2303501,Cascavel,58187
2303600,Catarina,8145
2303659,Catunda,8347
2303709,Caucaia,277745
2303808,Cedro,18224
2303907,Chaval,9652
2303931,Choró,9350
2303956,Chorozinho,15928
2304004,Coreaú,16323
2304103,Crateús,61388
2304202,Crato,103412
2304236,Croatá,13781
2304251,Cruz,23139
2304269,Deputado Irapuan Pinheiro,7300
2304277,Ererê,5179
2304285,Eusébio,57652
2304301,Farias Brito,14538
2304350,Forquilha,19124
2304400,Fortaleza,1979393
2304459,Fortim,13961
2304509,Frecheirinha,12049
2304608,General Sampaio,5158
2304657,Graça,10807
2304707,Granja,41323
2304806,Granjeiro,3825
2304905,Groaíras,8839
2304954,Guaiúba,18914
2305001,Guaraciaba do Norte,32482
2305100,Guaramiranga,4585
2305209,Hidrolândia,14137
2305233,Horizonte,57845
2305266,Ibaretama,9314
2305308,Ibiapina,18440
2305332,Ibicuitinga,9316
2305357,Icapuí,17078
2305407,Icó,49943
2305506,Iguatu,78746
2305605,Independência,19636
2305654,Ipaporanga,9251
2305704,Ipaumirim,9463
2305803,Ipu,32256
2305902,Ipueiras,29096
2306009,Iracema,11250
2306108,Irauçuba,18161
2306207,Itaiçaba,6117
2306256,Itaitinga,52278
2306306,Itapagé,36319
2306405,Itapipoca,100600
2306504,Itapiúna,13950
2306553,Itarema,32604
2306603,Itatira,15872
2306702,Jaguaretama,13809
2306801,Jaguaribara,8201
2306900,Jaguaribe,27222
2307007,Jaguaruana,25639
2307106,Jardim,21176
2307205,Jati,6132
2307254,Jijoca de Jericoacoara,19625
2307304,Juazeiro do Norte,224877
2307403,Jucás,18746
2307502,Lavras da Mangabeira,24880
2307601,Limoeiro do Norte,48210
2307635,Madalena,13260
2307650,Maracanaú,184086
2307700,Maranguape,83583
2307809,Marco,20049
2307908,Martinópole,8445
2308005,Massapê,29266
2308104,Mauriti,35443
2308203,Meruoca,11854
2308302,Milagres,20724
2308351,Milhã,11538
2308377,Miraíma,10865
2308401,Missão Velha,28254
2308500,Mombaça,30235
2308609,Monsenhor Tabosa,13683
2308708,Morada Nova,50223
2308807,Moraújo,6478
2308906,Morrinhos,17204
2309003,Mucambo,10861
2309102,Mulungu,8223
2309201,Nova Olinda,11669
2309300,Nova Russas,24580
2309409,Novo Oriente,22076
2309458,Ocara,19688
2309508,Orós,15941
2309607,Pacajus,56016
2309706,Pacatuba,62782
2309805,Pacoti,8706
2309904,Pacujá,4910
2310001,Palhano,7561
2310100,Palmácia,8140
2310209,Paracuru,30428
2310258,Paraipaba,25068
2310308,Parambu,25086
2310407,Paramoti,8309
2310506,Pedra Branca,32379
2310605,Penaforte,6868
2310704,Pentecoste,29587
2310803,Pereiro,12189
2310852,Pindoretama,18463
2310902,Piquet Carneiro,13672
2310951,Pires Ferreira,8534
2311009,Poranga,9467
2311108,Porteiras,13296
2311207,Potengi,6885
2311231,Potiretama,4813
2311264,Quiterianópolis,16176
2311306,Quixadá,65522
2311355,Quixelô,12971
2311405,Quixeramobim,64878
2311504,Quixeré,16673
2311603,Redenção,21379
2311702,Reriutaba,14608
2311801,Russas,58712
2311900,Saboeiro,10923
2311959,Salitre,12520
2312007,Santana do Acaraú,24018
2312106,Santana do Cariri,13054
2312205,Santa Quitéria,32098
2312304,São Benedito,36350
2312403,São Gonçalo do Amarante,41825
2312502,São João do Jaguaribe,5004
2312601,São Luís do Curu,8542
2312700,Senador Pompeu,19599
2312809,Senador Sá,5608
2312908,Sobral,161299
2313005,Solonópole,14929
2313104,Tabuleiro do Norte,24991
2313203,Tamboril,19905
2313252,Tarrafas,6048
2313302,Tauá,49260
2313351,Tejuçuoca,13098
2313401,Tianguá,62228
2313500,Trairi,44425
2313559,Tururu,11907
2313609,Ubajara,25091
2313708,Umari,5611
2313757,Umirim,13281
2313807,Uruburetama,15436
2313906,Uruoca,10702
2313955,Varjota,14101
2314003,Várzea Alegre,31592
2314102,Viçosa do Ceará,45524
2400109,Acari,8792
2400208,Açu,45268
2400307,Afonso Bezerra,8596
2400406,Água Nova,2352
2400505,Alexandria,11151
2400604,Almino Afonso,3858
2400703,Alto do Rodrigues,9881
2400802,Angicos,9463
2400901,Antônio Martins,5428
2401008,Apodi,29671
2401107,Areia Branca,19393
2401206,Arês,10263
2401305,Campo Grande,8025
2401404,Baía Formosa,6955
2401453,Baraúna,21019
2401503,Barcelona,3262
2401602,Bento Fernandes,3814
2401651,Bodó,1883
2401701,Bom Jesus,7880
2401800,Brejinho,9559
2401859,Caiçara do Norte,4817
2401909,Caiçara do Rio do Vento,2559
2402006,Caicó,50736
2402105,Campo Redondo,8218
2402204,Canguaretama,22492
2402303,Caraúbas,16258
2402402,Carnaúba dos Dantas,6402
2402501,Carnaubais,7731
2402600,Ceará-Mirim,61284
2402709,Cerro Corá,8798
2402808,Coronel Ezequiel,4121
2402907,Coronel João Pessoa,3424
2403004,Cruzeta,6620
2403103,Currais Novos,33935
2403202,Doutor Severiano,5667
2403251,Parnamirim,204363
2403301,Encanto,4774
2403400,Equador,4323
2403509,Espírito Santo,8318
2403608,Extremoz,46957
2403707,Felipe Guerra,4977
2403756,Fernando Pedroza,2341
2403806,Florânia,8321
2403905,Francisco Dantas,2228
2404002,Frutuoso Gomes,3337
2404101,Galinhos,1616
2404200,Goianinha,20314
2404309,Governador Dix-Sept Rosado,9639
2404408,Grossos,8073
2404507,Guamaré,11636
2404606,Ielmo Marinho,9067
2404705,Ipanguaçu,11153
2404804,Ipueira,1693
2404853,Itajá,5768
2404903,Itaú,4337
2405009,Jaçanã,6314
2405108,Jandaíra,5097
2405207,Janduís,3821
2405306,Boa Saúde,7103
2405405,Japi,3996
2405504,Jardim de Angicos,1906
2405603,Jardim de Piranhas,11231
2405702,Jardim do Seridó,10016
2405801,João Câmara,25716
2405900,João Dias,1650
2406007,José da Penha,4793
2406106,Jucurutu,14564
2406155,Jundiá,2939
2406205,Lagoa d'Anta,5152
2406304,Lagoa de Pedras,5797
2406403,Lagoa de Velhos,2030
2406502,Lagoa Nova,12207
2406601,Lagoa Salgada,6437
2406700,Lajes,7972
2406809,Lajes Pintadas,3871
2406908,Lucrécia,2856
2407005,Luís Gomes,7128
2407104,Macaíba,63840
2407203,Macau,22164
2407252,Major Sales,3093
2407302,Marcelino Vieira,6444
2407401,Martins,6728
2407500,Maxaranguape,7946
2407609,Messias Targino,3454
2407708,Montanhas,8827
2407807,Monte Alegre,17959
2407906,Monte das Gameleiras,1811
2408003,Mossoró,213637
2408102,Natal,615507
2408201,Nísia Floresta,25192
2408300,Nova Cruz,27182
2408409,Olho-d'Água do Borges,3308
2408508,Ouro Branco,4023
2408607,Paraná,3144
2408706,Paraú,2989
2408805,Parazinho,3703
2408904,Parelhas,17168
2408953,Rio do Fogo,7923
2409100,Passa e Fica,8610
2409209,Passagem,2503
2409308,Patu,8943
2409332,Santa Maria,3819
2409407,Pau dos Ferros,24817
2409506,Pedra Grande,2796
2409605,Pedra Preta,1951
2409704,Pedro Avelino,4928
2409803,Pedro Velho,10624
2409902,Pendências,9847
2410009,Pilões,2464
2410108,Poço Branco,9758
2410207,Portalegre,6140
2410256,Porto do Mangue,4071
2410306,Serra Caiada,7813
2410405,Pureza,7142
2410504,Rafael Fernandes,4419
2410603,Rafael Godeiro,2405
2410702,Riacho da Cruz,2168
2410801,Riacho de Santana,3379
2410900,Riachuelo,5884
2411007,Rodolfo Fernandes,3480
2411056,Tibau,4379
2411106,Ruy Barbosa,2586
2411205,Santa Cruz,29372
2411403,Santana do Matos,10239
2411429,Santana do Seridó,2186
2411502,Santo Antônio,17736
2411601,São Bento do Norte,2576
2411700,São Bento do Trairí,3019
2411809,São Fernando,2914
2411908,São Francisco do Oeste,3398
2412005,São Gonçalo do Amarante,90535
2412104,São João do Sabugi,4945
2412203,São José de Mipibu,36364
2412302,São José do Campestre,8948
2412401,São José do Seridó,3722
2412500,São Miguel,18827
2412559,São Miguel do Gostoso,7869
2412609,São Paulo do Potengi,13445
2412708,São Pedro,4609
2412807,São Rafael,6433
2412906,São Tomé,8153
2413003,São Vicente,5162
2413102,Senador Elói de Souza,4694
2413201,Senador Georgino Avelino,3059
2413300,Serra de São Bento,4516
2413359,Serra do Mel,9972
2413409,Serra Negra do Norte,6307
2413508,Serrinha,5168
2413557,Serrinha dos Pintos,3820
2413607,Severiano Melo,4565
2413706,Sítio Novo,3687
2413805,Taboleiro Grande,1880
2413904,Taipu,8959
2414001,Tangará,10382
2414100,Tenente Ananias,8118
2414159,Tenente Laurentino Cruz,4523
2414209,Tibau do Sul,13199
2414308,Timbaúba dos Batistas,1997
2414407,Touros,25556
2414456,Triunfo Potiguar,2687
2414506,Umarizal,8423
2414605,Upanema,10771
2414704,Várzea,4168
2414753,Venha-Ver,2412
2414803,Vera Cruz,8439
2414902,Viçosa,1460
2415008,Vila Flor,2415
2500106,Água Branca,7339
2500205,Aguiar,4062
2500304,Alagoa Grande,20385
2500403,Alagoa Nova,16134
2500502,Alagoinha,10582
2500536,Alcantil,4302
2500577,Algodão de Jandaíra,2231
2500601,Alhandra,16373
2500700,São João do Rio do Peixe,14865
2500734,Amparo,1730
2500775,Aparecida,6356
2500809,Araçagi,13134
2500908,Arara,9815
2501005,Araruna,13398
2501104,Areia,17608
2501153,Areia de Baraúnas,1583
2501203,Areial,5551
2501302,Aroeiras,14635
2501351,Assunção,3138
2501401,Baía da Traição,6768
2501500,Bananeiras,18347
2501534,Baraúna,3801
2501575,Barra de Santana,6446
2501609,Barra de Santa Rosa,10425
2501708,Barra de São Miguel,4662
2501807,Bayeux,65343
2501906,Belém,13139
2502003,Belém do Brejo do Cruz,5056
2502052,Bernardino Batista,2684
2502102,Boa Ventura,4055
2502151,Boa Vista,5049
2502201,Bom Jesus,1850
2502300,Bom Sucesso,3914
2502409,Bonito de Santa Fé,7880
2502508,Boqueirão,13732
2502607,Igaracy,4527
2502706,Borborema,3288
2502805,Brejo do Cruz,10885
2502904,Brejo dos Santos,4649
2503001,Caaporã,15775
2503100,Cabaceiras,4242
2503209,Cabedelo,52277
2503308,Cachoeira dos Índios,7248
2503407,Cacimba de Areia,2589
2503506,Cacimba de Dentro,12643
2503555,Cacimbas,5161
2503605,Caiçara,5186
2503704,Cajazeiras,51027
2503753,Cajazeirinhas,2166
2503803,Caldas Brandão,4487
2503902,Camalaú,4841
2504009,Campina Grande,335552
2504033,Capim,5178
2504074,Caraúbas,3204
2504108,Carrapateira,1884
2504157,Casserengue,5471
2504207,Catingueira,3502
2504306,Catolé do Rocha,24801
2504355,Caturité,4107
2504405,Conceição,14525
2504504,Condado,5227
2504603,Conde,20794
2504702,Congo,3997
2504801,Coremas,11612
2504850,Coxixola,1538
2504900,Cruz do Espírito Santo,13211
2505006,Cubati,5990
2505105,Cuité,15963
2505204,Cuitegi,5149
2505238,Cuité de Mamanguape,4870
2505279,Curral de Cima,4137
2505303,Curral Velho,1835
2505352,Damião,3935
2505402,Desterro,6310
2505501,Vista Serrana,2922
2505600,Diamante,4963
2505709,Dona Inês,8073
2505808,Duas Estradas,2682
2505907,Emas,2373
2506004,Esperança,24307
2506103,Fagundes,8544
2506202,Frei Martinho,2378
2506251,Gado Bravo,6334
2506301,Guarabira,45367
2506400,Gurinhém,10772
2506509,Gurjão,2566
2506608,Ibiara,4499
2506707,Imaculada,8027
2506806,Ingá,13957
2506905,Itabaiana,18570
2507002,Itaporanga,18940
2507101,Itapororoca,14265
2507200,Itatuba,8094
2507309,Jacaraú,11323
2507408,Jericó,6141
2507507,João Pessoa,671852
2507606,Juarez Távora,6141
2507705,Juazeirinho,12734
2507804,Junco do Seridó,5344
2507903,Juripiranga,7717
2508000,Juru,7321
2508109,Lagoa,3566
2508208,Lagoa de Dentro,6097
2508307,Lagoa Seca,21592
2508406,Lastro,2527
2508505,Livramento,5351
2508554,Logradouro,3721
2508604,Lucena,9509
2508703,Mãe d'Água,2828
2508802,Malta,4801
2508901,Mamanguape,33950
2509008,Manaíra,8021
2509057,Marcação,6560
2509107,Mari,16994
2509156,Marizópolis,5331
2509206,Massaranduba,11106
2509305,Mataraca,6079
2509339,Matinhas,3469
2509370,Mato Grosso,2049
2509396,Maturéia,4948
2509404,Mogeiro,10784
2509503,Montadas,4479
2509602,Monte Horebe,3437
2509701,Monteiro,25679
2509800,Mulungu,6924
2509909,Natuba,7006
2510006,Nazarezinho,5837
2510105,Nova Floresta,7707
2510204,Nova Olinda,4501
2510303,Nova Palmeira,3491
2510402,Olho d'Água,4764
2510501,Olivedos,2921
2510600,Ouro Velho,2340
2510659,Parari,1404
2510709,Passagem,1930
2510808,Patos,82035
2510907,Paulista,9615
2511004,Pedra Branca,2971
2511103,Pedra Lavrada,5561
2511202,Pedras de Fogo,23022
2511301,Piancó,13415
2511400,Picuí,14611
2511509,Pilar,9489
2511608,Pilões,5183
2511707,Pilõezinhos,4049
2511806,Pirpirituba,7306
2511905,Pitimbu,12602
2512002,Pocinhos,13471
2512036,Poço Dantas,3033
2512077,Poço de José de Moura,3303
2512101,Pombal,26297
2512200,Prata,3114
2512309,Princesa Isabel,16582
2512408,Puxinanã,11083
2512507,Queimadas,36887
2512606,Quixabá,1388
2512705,Remígio,13941
2512721,Pedro Régis,4470
2512747,Riachão,2288
2512754,Riachão do Bacamarte,3768
2512762,Riachão do Poço,3700
2512788,Riacho de Santo Antônio,1522
2512804,Riacho dos Cavalos,6831
2512903,Rio Tinto,19154
2513000,Salgadinho,2655
2513109,Salgado de São Félix,9208
2513158,Santa Cecília,5920
2513208,Santa Cruz,4885
2513307,Santa Helena,4831
2513356,Santa Inês,2524
2513406,Santa Luzia,12089
2513505,Santana de Mangueira,4023
2513604,Santana dos Garrotes,5314
2513653,Joca Claudino,2057
2513703,Santa Rita,115426
2513802,Santa Teresinha,3614
2513851,Santo André,2162
2513901,São Bento,25808
2513927,São Bentinho,3448
2513943,São Domingos do Cariri,2041
2513968,São Domingos,2132
2513984,São Francisco,2597
2514008,São João do Cariri,3390
2514107,São João do Tigre,3364
2514206,São José da Lagoa Tapada,5733
2514305,São José de Caiana,3932
2514404,São José de Espinharas,3322
2514453,São José dos Ramos,4551
2514503,São José de Piranhas,15253
2514552,São José de Princesa,2730
2514602,São José do Bonfim,2552
2514651,São José do Brejo do Cruz,1343
2514701,São José do Sabugi,3401
2514800,São José dos Cordeiros,2762
2514909,São Mamede,6048
2515005,São Miguel de Taipu,5475
2515104,São Sebastião de Lagoa de Roça,8717
2515203,São Sebastião do Umbuzeiro,2577
2515302,Sapé,40118
2515401,São Vicente do Seridó,7941
2515500,Serra Branca,11051
2515609,Serra da Raiz,2411
2515708,Serra Grande,2263
2515807,Serra Redonda,5460
2515906,Serraria,3805
2515930,Sertãozinho,3964
2515971,Sobrado,6427
2516003,Solânea,21312
2516102,Soledade,10924
2516151,Sossêgo,2614
2516201,Sousa,53918
2516300,Sumé,13836
2516409,Tacima,6397
2516508,Taperoá,10921
2516607,Tavares,11036
2516706,Teixeira,11211
2516755,Tenório,2316
2516805,Triunfo,7987
2516904,Uiraúna,12086
2517001,Umbuzeiro,7112
2517100,Várzea,2208
2517209,Vieirópolis,4015
2517407,Zabelê,1737
2600054,Abreu e Lima,77263
2600104,Afogados da Ingazeira,31732
2600203,Afrânio,14670
2600302,Agrestina,18799
2600401,Água Preta,20287
2600500,Águas Belas,30813
2600609,Alagoinha,10705
2600708,Aliança,28101
2600807,Altinho,16708
2600906,Amaraji,14164
2601003,Angelim,8008
2601052,Araçoiaba,14606
2601102,Araripina,64013
2601201,Arcoverde,60613
2601300,Barra de Guabiraba,9520
2601409,Barreiros,30347
2601508,Belém de Maria,8151
2601607,Belém do São Francisco,14043
2601706,Belo Jardim,62252
2601805,Betânia,8644
2601904,Bezerros,49900
2602001,Bodocó,26407
2602100,Bom Conselho,34286
2602209,Bom Jardim,30181
2602308,Bonito,29092
2602407,Brejão,6956
2602506,Brejinho,6127
2602605,Brejo da Madre de Deus,37279
2602704,Buenos Aires,10026
2602803,Buíque,39047
2602902,Cabo de Santo Agostinho,160764
2603009,Cabrobó,23140
2603108,Cachoeirinha,15664
2603207,Caetés,21635
2603306,Calçado,8679
2603405,Calumbi,4083
2603454,Camaragibe,119510
2603504,Camocim de São Félix,13866
2603603,Camutanga,6130
2603702,Canhotinho,19059
2603801,Capoeiras,14083
2603900,Carnaíba,14675
2603926,Carnaubeira da Penha,8950
2604007,Carpina,63612
2604106,Caruaru,298997
2604155,Casinhas,10193
2604205,Catende,24717
2604304,Cedro,8038
2604403,Chã de Alegria,9900
2604502,Chã Grande,16264
2604601,Condado,19078
2604700,Correntes,13113
2604809,Cortês,7976
2604908,Cumaru,12832
2605004,Cupira,18364
2605103,Custódia,29373
2605152,Dormentes,13427
2605202,Escada,47046
2605301,Exu,24652
2605400,Feira Nova,16883
2605459,Fernando de Noronha,2708
2605509,Ferreiros,11946
2605608,Flores,16164
2605707,Floresta,22875
2605806,Frei Miguelinho,11132
2605905,Gameleira,13920
2606002,Garanhuns,111498
2606101,Glória do Goitá,22820
2606200,Goiana,63239
2606309,Granito,5442
2606408,Gravatá,69292
2606507,Iati,13043
2606606,Ibimirim,20246
2606705,Ibirajuba,5622
2606804,Igarassu,90667
2606903,Iguaraci,8841
2607000,Inajá,18368
2607109,Ingazeira,3783
2607208,Ipojuca,75554
2607307,Ipubi,21377
2607406,Itacuruba,3248
2607505,Itaíba,25551
2607604,Ilha de Itamaracá,19728
2607653,Itambé,26966
2607703,Itapetim,11077
2607752,Itapissuma,22344
2607802,Itaquitinga,12980
2607901,Jaboatão dos Guararapes,516556
2607950,Jaqueira,7932
2608008,Jataúba,12271
2608057,Jatobá,10699
2608107,João Alfredo,22243
2608206,Joaquim Nabuco,10129
2608255,Jucati,8902
2608305,Jupi,11630
2608404,Jurema,10506
2608453,Lagoa do Carro,14166
2608503,Lagoa de Itaenga,14779
2608602,Lagoa do Ouro,9377
2608701,Lagoa dos Gatos,10963
2608750,Lagoa Grande,17919
2608800,Lajedo,30593
2608909,Limoeiro,46102
2609006,Macaparana,18743
2609105,Machados,8744
2609154,Manari,17446
2609204,Maraial,7061
2609303,Mirandiba,10613
2609402,Moreno,44292
2609501,Nazaré da Mata,24566
2609600,Olinda,286010
2609709,Orobó,17334
2609808,Orocó,10137
2609907,Ouricuri,49712
2610004,Palmares,43011
2610103,Palmeirina,5465
2610202,Panelas,17648
2610301,Paranatama,9459
2610400,Parnamirim,14536
2610509,Passira,22624
2610608,Paudalho,43747
2610707,Paulista,276661
2610806,Pedra,17592
2610905,Pesqueira,49118
2611002,Petrolândia,25645
2611101,Petrolina,295375
2611200,Poção,8204
2611309,Pombos,21733
2611408,Primavera,10786
2611507,Quipapá,13773
2611533,Quixaba,5109
2611606,Recife,1225151
2611705,Riacho das Almas,16517
2611804,Ribeirão,26481
2611903,Rio Formoso,15044
2612000,Sairé,8993
2612109,Salgadinho,4647
2612208,Salgueiro,47858
2612307,Saloá,10697
2612406,Sanharó,14481
2612455,Santa Cruz,10853
2612471,Santa Cruz da Baixa Verde,8859
2612505,Santa Cruz do Capibaribe,76066
2612554,Santa Filomena,9480
2612604,Santa Maria da Boa Vista,30056
2612703,Santa Maria do Cambucá,10974
2612802,Santa Terezinha,7964
2612901,São Benedito do Sul,9986
2613008,São Bento do Una,37640
2613107,São Caitano,29067
2613206,São João,18215
2613305,São Joaquim do Monte,15572
2613404,São José da Coroa Grande,14125
2613503,São José do Belmonte,26939
2613602,São José do Egito,24724
2613701,São Lourenço da Mata,88239
2613800,São Vicente Ferrer,13026
2613909,Serra Talhada,71542
2614006,Serrita,14037
2614105,Sertânia,25884
2614204,Sirinhaém,28258
2614303,Moreilândia,8300
2614402,Solidão,3977
2614501,Surubim,51275
2614600,Tabira,21542
2614709,Tacaimbó,10946
2614808,Tacaratu,17896
2614857,Tamandaré,17655
2615003,Taquaritinga do Norte,19395
2615102,Terezinha,4966
2615201,Terra Nova,7152
2615300,Timbaúba,36921
2615409,Toritama,31068
2615508,Tracunhaém,10711
2615607,Trindade,22483
2615706,Triunfo,11945
2615805,Tupanatinga,20265
2615904,Tuparetama,6332
2616001,Venturosa,13446
2616100,Verdejante,7108
2616183,Vertente do Lério,6044
2616209,Vertentes,17174
2616308,Vicência,20741
2616407,Vitória de Santo Antão,107246
2616506,Xexéu,8779
2700102,Água Branca,14443
2700201,Anadia,10878
2700300,Arapiraca,182295
2700409,Atalaia,28181
2700508,Barra de Santo Antônio,12205
2700607,Barra de São Miguel,6019
2700706,Batalha,12414
2700805,Belém,3729
2700904,Belo Monte,4503
2701001,Boca da Mata,16567
2701100,Branquinha,7121
2701209,Cacimbinhas,8041
2701308,Cajueiro,11885
2701357,Campestre,5036
2701407,Campo Alegre,24448
2701506,Campo Grande,6314
2701605,Canapi,11457
2701704,Capela,11476
2701803,Carneiros,6587
2701902,Chã Preta,4461
2702009,Coité do Nóia,8361
2702108,Colônia Leopoldina,11818
2702207,Coqueiro Seco,4343
2702306,Coruripe,38187
2702355,Craíbas,19082
2702405,Delmiro Gouveia,39275
2702504,Dois Riachos,7642
2702553,Estrela de Alagoas,12223
2702603,Feira Grande,17372
2702702,Feliz Deserto,2991
2702801,Flexeiras,7293
2702900,Girau do Ponciano,27383
2703007,Ibateguara,10245
2703106,Igaci,18576
2703205,Igreja Nova,16363
2703304,Inhapi,11025
2703403,Jacaré dos Homens,3837
2703502,Jacuípe,4112
2703601,Japaratinga,6811
2703700,Jaramataia,3713
2703759,Jequiá da Praia,7156
2703809,Joaquim Gomes,12494
2703908,Jundiá,3116
2704005,Junqueiro,18584
2704104,Lagoa da Canoa,14109
2704203,Limoeiro de Anadia,18924
2704302,Maceió,764423
2704401,Major Isidoro,13729
2704500,Maragogi,23914
2704609,Maravilha,7274
2704708,Marechal Deodoro,46541
2704807,Maribondo,10634
2704906,Mar Vermelho,2548
2705002,Mata Grande,16354
2705101,Matriz de Camaragibe,17729
2705200,Messias,11588
2705309,Minador do Negrão,3819
2705408,Monteirópolis,5396
2705507,Murici,18429
2705606,Novo Lino,7559
2705705,Olho d'Água das Flores,15635
2705804,Olho d'Água do Casado,6172
2705903,Olho d'Água Grande,3281
2706000,Olivença,8187
2706109,Ouro Branco,8719
2706208,Palestina,3303
2706307,Palmeira dos Índios,56030
2706406,Pão de Açúcar,17966
2706422,Pariconha,8092
2706448,Paripueira,10536
2706505,Passo de Camaragibe,10408
2706604,Paulo Jacinto,5186
2706703,Penedo,45041
2706802,Piaçabuçu,12008
2706901,Pilar,26640
2707008,Pindoba,2166
2707107,Piranhas,16715
2707206,Poço das Trincheiras,9325
2707305,Porto Calvo,18268
2707404,Porto de Pedras,6917
2707503,Porto Real do Colégio,15234
2707602,Quebrangulo,8319
2707701,Rio Largo,71360
2707800,Roteiro,4711
2707909,Santa Luzia do Norte,5293
2708006,Santana do Ipanema,35000
2708105,Santana do Mundaú,8580
2708204,São Brás,5020
2708303,São José da Laje,15650
2708402,São José da Tapera,22443
2708501,São Luís do Quitunde,22726
2708600,São Miguel dos Campos,40219
2708709,São Miguel dos Milagres,6464
2708808,São Sebastião,24258
2708907,Satuba,18630
2708956,Senador Rui Palmeira,9102
2709004,Tanque d'Arca,4550
2709103,Taquarana,14595
2709152,Teotônio Vilela,28906
2709202,Traipu,17849
2709301,União dos Palmares,44814
2709400,Viçosa,18552
2800100,Amparo de São Francisco,1660
2800209,Aquidabã,15970
2800308,Aracaju,490487
2800407,Arauá,8077
2800506,Areia Branca,14174
2800605,Barra dos Coqueiros,32197
2800670,Boquim,19634
2800704,Brejo Grande,5708
2801009,Campo do Brito,14353
2801108,Canhoba,2887
2801207,Canindé de São Francisco,19742
2801306,Capela,24134
2801405,Carira,15710
2801504,Carmópolis,10462
2801603,Cedro de São João,4319
2801702,Cristinápolis,12894
2801900,Cumbe,3054
2802007,Divina Pastora,3245
2802106,Estância,50686
2802205,Feira Nova,4598
2802304,Frei Paulo,11366
2802403,Gararu,8716
2802502,General Maynard,2361
2802601,Gracho Cardoso,4620
2802700,Ilha das Flores,6170
2802809,Indiaroba,12205
2802908,Itabaiana,82295
2803005,Itabaianinha,31323
2803104,Itabi,3823
2803203,Itaporanga d'Ajuda,26346
2803302,Japaratuba,12586
2803401,Japoatã,10212
2803500,Lagarto,80837
2803609,Laranjeiras,18321
2803708,Macambira,5477
2803807,Malhada dos Bois,2688
2803906,Malhador,8960
2804003,Maruim,11893
2804102,Moita Bonita,9020
2804201,Monte Alegre de Sergipe,10866
2804300,Muribeca,6009
2804409,Neópolis,12591
2804458,Nossa Senhora Aparecida,7465
2804508,Nossa Senhora da Glória,32111
2804607,Nossa Senhora das Dores,19810
2804706,Nossa Senhora de Lourdes,4956
2804805,Nossa Senhora do Socorro,147240
2804904,Pacatuba,9365
2805000,Pedra Mole,2191
2805109,Pedrinhas,5944
2805208,Pinhão,4495
2805307,Pirambu,6080
2805406,Poço Redondo,24600
2805505,Poço Verde,17562
2805604,Porto da Folha,20351
2805703,Propriá,20692
2805802,Riachão do Dantas,14656
2805901,Riachuelo,6574
2806008,Ribeirópolis,13938
2806107,Rosário do Catete,7052
2806206,Salgado,15984
2806305,Santa Luzia do Itanhy,10178
2806404,Santana do São Francisco,5443
2806503,Santa Rosa de Lima,3003
2806602,Santo Amaro das Brotas,8548
2806701,São Cristóvão,74937
2806800,São Domingos,8174
2806909,São Francisco,2541
2807006,São Miguel do Aleixo,2747
2807105,Simão Dias,33936
2807204,Siriri,5942
2807303,Telha,2504
2807402,Tobias Barreto,41056
2807501,Tomar do Geru,9364
2807600,Umbaúba,18325
2900108,Abaíra,6216
2900207,Abaré,13281
2900306,Acajutiba,10838
2900355,Adustina,11556
2900405,Água Fria,11634
2900504,Érico Cardoso,8784
2900603,Aiquara,3599
2900702,Alagoinhas,120931
2900801,Alcobaça,18838
2900900,Almadina,4230
2901007,Amargosa,29468
2901106,Amélia Rodrigues,19412
2901155,América Dourada,11619
2901205,Anagé,20900
2901304,Andaraí,10256
2901353,Andorinha,12123
2901403,Angical,10731
2901502,Anguera,8998
2901601,Antas,11883
2901700,Antônio Cardoso,8695
2901809,Antônio Gonçalves,8589
2901908,Aporá,12702
2901957,Apuarema,5482
2902005,Aracatu,11357
2902054,Araças,8982
2902104,Araci,37817
2902203,Aramari,7856
2902252,Arataca,7987
2902302,Aratuípe,6830
2902401,Aurelino Leal,8550
2902500,Baianópolis,10642
2902609,Baixa Grande,14677
2902658,Banzaê,9219
2902708,Barra,37754
2902807,Barra da Estiva,20399
2902906,Barra do Choça,28270
2903003,Barra do Mendes,11193
2903102,Barra do Rocha,4595
2903201,Barreiras,123866
2903235,Barro Alto,10761
2903276,Barrocas,11924
2903300,Barro Preto,4725
2903409,Belmonte,15498
2903508,Belo Campo,14853
2903607,Biritinga,11991
2903706,Boa Nova,10938
2903805,Boa Vista do Tupim,13193
2903904,Bom Jesus da Lapa,50154
